"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"11/16/2023","11/16/2023","11/17/2023","NVDA","NVDA 11/17/2023 Put $480.00","BTO","1","$1.61","($161.03)"
"11/16/2023","11/16/2023","11/17/2023","NVDA","NVDA 11/17/2023 Put $480.00","BTO","1","$1.60","($160.03)"
"11/16/2023","11/16/2023","11/17/2023","NVDA","NVDA 11/17/2023 Put $480.00","BTO","1","$1.60","($160.03)"
"11/16/2023","11/16/2023","11/17/2023","DUOL","DUOL 11/17/2023 Put $200.00","BTO","2","$0.85","($170.06)"
"11/16/2023","11/16/2023","11/17/2023","DUOL","DUOL 11/17/2023 Put $200.00","STC","1","$2.85","$284.95"
"11/16/2023","11/16/2023","11/17/2023","DUOL","DUOL 11/17/2023 Put $200.00","STC","1","$2.85","$284.95"
"11/15/2023","11/15/2023","11/16/2023","INTU","INTU 11/17/2023 Put $550.00","BTO","3","$2.15","($645.09)"
"11/14/2023","11/14/2023","11/16/2023","MNTS","Momentus
CUSIP: 60879E200","Buy","1","$3.60","($3.60)"
"11/14/2023","11/14/2023","11/16/2023","QQQ","Invesco QQQ
CUSIP: 46090E103","Buy","0.08","$385.54","($30.84)"
"11/14/2023","11/14/2023","11/15/2023","JEPI","JEPI 11/17/2023 Put $54.00","BTO","5","$0.10","($50.15)"
"11/14/2023","11/14/2023","11/15/2023","META","META 11/17/2023 Put $322.50","BTO","5","$0.68","($340.15)"
"11/13/2023","11/13/2023","11/14/2023","TSLA","TSLA 11/17/2023 Put $225.00","BTO","2","$5.00","($1,000.06)"
"11/13/2023","11/13/2023","11/14/2023","AMZN","AMZN 11/17/2023 Put $143.00","BTO","3","$1.60","($480.09)"
"11/13/2023","11/13/2023","11/14/2023","META","META 11/17/2023 Put $327.50","BTO","2","$2.62","($524.06)"
"11/13/2023","11/13/2023","11/14/2023","UBER","UBER 11/17/2023 Put $50.00","STC","4","$0.40","$159.86"
"11/13/2023","11/13/2023","11/14/2023","UBER","UBER 11/17/2023 Put $50.00","STC","1","$0.40","$39.95"
"11/13/2023","11/13/2023","11/14/2023","UBER","UBER 11/17/2023 Put $50.00","STC","5","$0.40","$199.83"
"11/13/2023","11/13/2023","11/14/2023","TSLA","TSLA 11/17/2023 Put $210.00","STC","1","$4.15","$414.95"
"11/13/2023","11/13/2023","11/14/2023","META","META 11/17/2023 Put $322.50","STC","2","$2.74","$547.92"
"11/13/2023","11/13/2023","11/14/2023","AAPL","AAPL 11/17/2023 Put $162.50","BTO","1","$0.05","($5.03)"
"11/10/2023","11/10/2023","11/13/2023","GS","Option Expiration for GS 11/10/2023 Call $330.00","OEXP","2S","",""
"11/10/2023","11/10/2023","11/13/2023","PFE","Option Expiration for PFE 11/10/2023 Call $32.00","OEXP","20S","",""
"11/10/2023","11/10/2023","11/13/2023","UBER","Option Expiration for UBER 11/10/2023 Put $48.50","OEXP","100S","",""
"11/10/2023","11/10/2023","11/13/2023","NVDA","Option Expiration for NVDA 11/10/2023 Put $450.00","OEXP","1S","",""
"11/10/2023","11/10/2023","11/13/2023","NVDA","Option Expiration for NVDA 11/10/2023 Put $415.00","OEXP","3S","",""
"11/10/2023","11/10/2023","11/13/2023","NVDA","Option Expiration for NVDA 11/10/2023 Put $460.00","OEXP","6S","",""
"11/10/2023","11/10/2023","11/13/2023","NVDA","Option Expiration for NVDA 11/10/2023 Put $440.00","OEXP","1S","",""
"11/10/2023","11/10/2023","11/13/2023","META","Option Expiration for META 11/10/2023 Put $310.00","OEXP","2S","",""
"11/10/2023","11/10/2023","11/13/2023","TSLA","TSLA 11/17/2023 Put $210.00","BTO","1","$3.35","($335.03)"
"11/10/2023","11/10/2023","11/13/2023","META","META 11/17/2023 Put $322.50","BTO","2","$3.05","($610.06)"
"11/10/2023","11/10/2023","11/13/2023","DUOL","DUOL 11/17/2023 Put $200.00","BTO","2","$1.60","($320.06)"
"11/10/2023","11/10/2023","11/13/2023","NVDA","NVDA 11/17/2023 Call $530.00","STC","1","$0.74","$73.95"
"11/10/2023","11/10/2023","11/13/2023","UBER","UBER 11/17/2023 Put $49.50","BTO","10","$0.25","($250.30)"
"11/10/2023","11/10/2023","11/13/2023","NVDA","NVDA 11/17/2023 Call $530.00","BTO","1","$0.72","($72.03)"
"11/10/2023","11/10/2023","11/14/2023","CLSK","CleanSpark
CUSIP: 18452B209","Buy","10","$3.63","($36.30)"
"11/10/2023","11/10/2023","11/13/2023","TSLA","TSLA 11/17/2023 Call $215.00","STC","1","$4.00","$399.95"
"11/10/2023","11/10/2023","11/13/2023","UBER","UBER 11/17/2023 Put $50.00","BTO","10","$0.45","($450.30)"
"11/10/2023","11/10/2023","11/13/2023","MCK","MCK 11/10/2023 Call $465.00","STC","2","$3.50","$699.92"
"11/10/2023","11/10/2023","11/13/2023","MCK","MCK 11/10/2023 Call $462.50","STC","1","$6.00","$599.95"
"11/10/2023","11/10/2023","11/13/2023","TSLA","TSLA 11/17/2023 Call $215.00","BTO","1","$4.80","($480.03)"
"11/9/2023","11/9/2023","11/10/2023","NVDA","NVDA 11/10/2023 Put $460.00","BTO","6","$1.30","($780.18)"
"11/9/2023","11/9/2023","11/10/2023","NVDA","NVDA 11/10/2023 Put $465.00","STC","4","$2.50","$999.86"
"11/9/2023","11/9/2023","11/10/2023","ADBE","ADBE 11/10/2023 Put $570.00","STC","1","$1.13","$112.95"
"11/9/2023","11/9/2023","11/10/2023","ADBE","ADBE 11/10/2023 Put $570.00","STC","1","$1.13","$112.95"
"11/9/2023","11/9/2023","11/10/2023","GOOGL","GOOGL 11/10/2023 Put $129.00","STC","20","$0.23","$459.34"
"11/9/2023","11/9/2023","11/10/2023","NFLX","NFLX 11/10/2023 Put $430.00","STC","3","$1.00","$299.89"
"11/9/2023","11/9/2023","11/10/2023","TSLA","TSLA 11/10/2023 Put $202.50","STC","3","$1.02","$305.89"
"11/9/2023","11/9/2023","11/10/2023","AMZN","AMZN 11/10/2023 Put $140.00","STC","5","$0.70","$349.83"
"11/9/2023","11/9/2023","11/10/2023","UBER","UBER 11/10/2023 Put $48.50","BTO","11","$0.06","($66.33)"
"11/9/2023","11/9/2023","11/10/2023","UBER","UBER 11/10/2023 Put $48.50","BTO","89","$0.06","($536.67)"
"11/9/2023","11/9/2023","11/10/2023","ADBE","ADBE 11/10/2023 Put $570.00","BTO","2","$0.74","($148.06)"
"11/9/2023","11/9/2023","11/10/2023","NFLX","NFLX 11/10/2023 Put $430.00","BTO","1","$0.69","($69.03)"
"11/9/2023","11/9/2023","11/10/2023","NFLX","NFLX 11/10/2023 Put $430.00","BTO","2","$0.69","($138.06)"
"11/9/2023","11/9/2023","11/10/2023","NVDA","NVDA 11/10/2023 Put $465.00","BTO","1","$1.43","($143.03)"
"11/9/2023","11/9/2023","11/10/2023","NVDA","NVDA 11/10/2023 Put $465.00","BTO","1","$1.43","($143.03)"
"11/9/2023","11/9/2023","11/10/2023","NVDA","NVDA 11/10/2023 Put $465.00","BTO","1","$1.43","($143.03)"
"11/9/2023","11/9/2023","11/10/2023","NVDA","NVDA 11/10/2023 Put $465.00","BTO","1","$1.43","($143.03)"
"11/9/2023","11/9/2023","11/10/2023","META","META 11/10/2023 Put $317.50","STC","5","$0.90","$449.83"
"11/9/2023","11/9/2023","11/10/2023","MSFT","MSFT 11/10/2023 Put $360.00","STC","3","$1.20","$359.89"
"11/9/2023","11/9/2023","11/10/2023","AMZN","AMZN 11/10/2023 Put $141.00","STC","2","$1.10","$219.92"
"11/9/2023","11/9/2023","11/10/2023","GOOGL","GOOGL 11/10/2023 Put $130.00","STC","20","$0.50","$999.34"
"11/9/2023","11/9/2023","11/10/2023","GOOGL","GOOGL 11/10/2023 Put $129.00","BTO","5","$0.20","($100.15)"
"11/9/2023","11/9/2023","11/10/2023","GOOGL","GOOGL 11/10/2023 Put $129.00","BTO","1","$0.20","($20.03)"
"11/9/2023","11/9/2023","11/10/2023","GOOGL","GOOGL 11/10/2023 Put $129.00","BTO","1","$0.20","($20.03)"
"11/9/2023","11/9/2023","11/10/2023","GOOGL","GOOGL 11/10/2023 Put $129.00","BTO","6","$0.20","($120.18)"
"11/9/2023","11/9/2023","11/10/2023","GOOGL","GOOGL 11/10/2023 Put $129.00","BTO","7","$0.20","($140.21)"
"11/9/2023","11/9/2023","11/10/2023","TSLA","TSLA 11/10/2023 Put $202.50","BTO","3","$0.78","($234.09)"
"11/9/2023","11/9/2023","11/10/2023","META","META 11/10/2023 Put $317.50","BTO","5","$0.60","($300.15)"
"11/9/2023","11/9/2023","11/10/2023","GOOGL","GOOGL 11/10/2023 Put $130.00","BTO","20","$0.22","($440.60)"
"11/9/2023","11/9/2023","11/10/2023","MSFT","MSFT 11/10/2023 Put $360.00","BTO","3","$0.79","($237.09)"
"11/9/2023","11/9/2023","11/10/2023","TSLA","TSLA 11/10/2023 Put $217.50","STC","1","$4.90","$489.95"
"11/9/2023","11/9/2023","11/10/2023","TSLA","TSLA 11/10/2023 Put $210.00","STC","5","$1.35","$674.83"
"11/9/2023","11/9/2023","11/10/2023","TSLA","TSLA 11/10/2023 Put $212.50","STC","1","$2.17","$216.95"
"11/8/2023","11/8/2023","11/9/2023","TSLA","TSLA 11/10/2023 Put $217.50","BTO","1","$1.40","($140.03)"
"11/8/2023","11/8/2023","11/9/2023","AMZN","AMZN 11/10/2023 Put $141.00","BTO","2","$0.60","($120.06)"
"11/8/2023","11/8/2023","11/9/2023","MCK","MCK 11/10/2023 Call $462.50","BTO","1","$1.40","($140.03)"
"11/8/2023","11/8/2023","11/9/2023","TSLA","TSLA 11/10/2023 Put $212.50","BTO","1","$1.12","($112.03)"
"11/8/2023","11/8/2023","11/9/2023","META","META 11/10/2023 Put $312.50","STC","2","$1.64","$327.92"
"11/8/2023","11/8/2023","11/9/2023","GS","GS 11/10/2023 Call $330.00","BTO","2","$0.95","($190.06)"
"11/8/2023","11/8/2023","11/9/2023","TSLA","TSLA 11/10/2023 Put $210.00","BTO","5","$0.77","($385.15)"
"11/8/2023","11/8/2023","11/9/2023","AMZN","AMZN 11/10/2023 Put $140.00","BTO","5","$0.58","($290.15)"
"11/8/2023","11/8/2023","11/9/2023","MCK","MCK 11/10/2023 Call $462.50","STC","2","$2.65","$529.92"
"11/8/2023","11/8/2023","11/9/2023","META","META 11/10/2023 Put $310.00","BTO","2","$0.99","($198.06)"
"11/7/2023","11/7/2023","11/8/2023","PFE","PFE 11/10/2023 Call $32.00","BTO","20","$0.05","($100.60)"
"11/7/2023","11/7/2023","11/8/2023","MCK","MCK 11/10/2023 Call $462.50","BTO","2","$1.00","($200.06)"
"11/7/2023","11/7/2023","11/8/2023","META","META 11/10/2023 Put $312.50","BTO","2","$1.11","($222.06)"
"11/7/2023","11/7/2023","11/8/2023","NVDA","NVDA 11/10/2023 Put $450.00","BTO","1","$2.71","($271.03)"
"11/7/2023","11/7/2023","11/8/2023","NET","NET 11/10/2023 Call $68.00","STC","2","$0.65","$129.92"
"11/6/2023","11/6/2023","11/6/2023","JEPI","Cash Div: R/D 2023-11-02 P/D 2023-11-06 - 5 shares at 0.35892","CDIV","","","$1.79"
"11/6/2023","11/6/2023","11/6/2023","MNTS","Stock Lending","SLIP","","","$0.18"
"11/6/2023","11/6/2023","11/6/2023","MCRI","Stock Lending","SLIP","","","$0.01"
"11/6/2023","11/6/2023","11/6/2023","CDNA","Stock Lending","SLIP","","","$0.01"
"11/6/2023","11/6/2023","11/6/2023","MAXN","Stock Lending","SLIP","","","$0.01"
"11/6/2023","11/6/2023","11/6/2023","AVTE","Stock Lending","SLIP","","","$0.01"
"11/6/2023","11/6/2023","11/7/2023","META","META 11/10/2023 Put $310.00","STC","5","$2.00","$999.83"
"11/6/2023","11/6/2023","11/7/2023","MCK","MCK 11/10/2023 Call $465.00","BTO","2","$1.65","($330.06)"
"11/6/2023","11/6/2023","11/7/2023","TSLA","TSLA 11/10/2023 Put $207.50","STC","1","$1.90","$189.95"
"11/6/2023","11/6/2023","11/7/2023","TSLA","TSLA 11/10/2023 Put $207.50","STC","1","$1.90","$189.95"
"11/6/2023","11/6/2023","11/7/2023","TSLA","TSLA 11/10/2023 Put $215.00","STC","1","$4.50","$449.95"
"11/6/2023","11/6/2023","11/7/2023","TSLA","TSLA 11/10/2023 Put $207.50","BTO","2","$1.46","($292.06)"
"11/6/2023","11/6/2023","11/7/2023","META","META 11/10/2023 Put $310.00","BTO","5","$1.66","($830.15)"
"11/6/2023","11/6/2023","11/8/2023","TSLA","Tesla
CUSIP: 88160R101","Sell","0.5","$221.41","$110.71"
"11/6/2023","11/6/2023","11/8/2023","LIFW","MSP Recovery
CUSIP: 553745209","Buy","10","$5.87","($58.70)"
"11/6/2023","11/6/2023","11/7/2023","CLDX","CLDX 11/17/2023 Call $35.00","BTO","2","$1.50","($300.06)"
"11/6/2023","11/6/2023","11/7/2023","TSLA","TSLA 11/10/2023 Put $215.00","BTO","1","$2.75","($275.03)"
"11/6/2023","11/6/2023","11/7/2023","NET","NET 11/10/2023 Call $68.00","BTO","1","$0.49","($49.03)"
"11/6/2023","11/6/2023","11/7/2023","NET","NET 11/10/2023 Call $68.00","BTO","1","$0.49","($49.03)"
"11/3/2023","11/3/2023","11/6/2023","AMZN","Option Expiration for AMZN 11/3/2023 Put $135.00","OEXP","4S","",""
"11/3/2023","11/3/2023","11/6/2023","GOOG","Option Expiration for GOOG 11/3/2023 Put $119.00","OEXP","2S","",""
"11/3/2023","11/3/2023","11/6/2023","CCL","Option Expiration for CCL 11/3/2023 Call $13.00","OEXP","5S","",""
"11/3/2023","11/3/2023","11/6/2023","NFLX","Option Expiration for NFLX 11/3/2023 Put $400.00","OEXP","2S","",""
"11/3/2023","11/3/2023","11/6/2023","META","Option Expiration for META 11/3/2023 Put $290.00","OEXP","1S","",""
"11/3/2023","11/3/2023","11/6/2023","GILD","Option Expiration for GILD 11/3/2023 Put $75.00","OEXP","3S","",""
"11/3/2023","11/3/2023","11/6/2023","NVDA","NVDA 11/10/2023 Put $440.00","BTO","1","$3.80","($380.03)"
"11/3/2023","11/3/2023","11/6/2023","NVDA","NVDA 11/10/2023 Call $455.00","STC","1","$5.30","$529.95"
"11/3/2023","11/3/2023","11/7/2023","TSLA","Tesla
CUSIP: 88160R101","Sell","1","$219.40","$219.40"
"11/3/2023","11/3/2023","11/7/2023","UBER","Uber
CUSIP: 90353T100","Sell","1","$47.80","$47.80"
"11/3/2023","11/3/2023","11/6/2023","NVDA","NVDA 11/10/2023 Call $455.00","BTO","1","$4.50","($450.03)"
"11/3/2023","11/3/2023","11/6/2023","NET","NET 11/10/2023 Call $62.00","STC","1","$2.83","$282.95"
"11/3/2023","11/3/2023","11/6/2023","SHOP","SHOP 11/10/2023 Call $62.00","STC","1","$0.89","$88.95"
"11/3/2023","11/3/2023","11/6/2023","TSLA","TSLA 11/3/2023 Call $225.00","STC","3","$2.10","$629.89"
"11/3/2023","11/3/2023","11/6/2023","TSLA","TSLA 11/3/2023 Call $222.50","STC","1","$3.80","$379.95"
"11/3/2023","11/3/2023","11/6/2023","TSLA","TSLA 11/3/2023 Call $220.00","STC","1","$5.20","$519.95"
"11/3/2023","11/3/2023","11/6/2023","NVDA","NVDA 11/10/2023 Put $415.00","BTO","3","$1.60","($480.09)"
"11/3/2023","11/3/2023","11/6/2023","NET","NET 11/10/2023 Call $62.00","BTO","1","$2.01","($201.03)"
"11/3/2023","11/3/2023","11/6/2023","SHOP","SHOP 11/10/2023 Call $62.00","BTO","1","$0.82","($82.03)"
"11/3/2023","11/3/2023","11/6/2023","TSLA","TSLA 11/3/2023 Call $217.50","STC","1","$4.40","$439.95"
"11/2/2023","11/2/2023","11/3/2023","AMZN","AMZN 11/3/2023 Put $135.00","BTO","4","$0.41","($164.12)"
"11/2/2023","11/2/2023","11/3/2023","TSLA","TSLA 11/3/2023 Call $217.50","BTO","1","$2.09","($209.03)"
"11/2/2023","11/2/2023","11/3/2023","TSLA","TSLA 11/3/2023 Call $210.00","STC","3","$4.80","$1,439.88"
"11/1/2023","11/1/2023","11/2/2023","AMZN","AMZN 11/3/2023 Call $138.00","STC","5","$0.66","$329.83"
"11/1/2023","11/1/2023","11/2/2023","AMZN","AMZN 11/3/2023 Call $138.00","BTO","5","$0.42","($210.15)"
"11/1/2023","11/1/2023","11/2/2023","NFLX","NFLX 11/3/2023 Put $400.00","BTO","2","$0.64","($128.06)"
"11/1/2023","11/1/2023","11/2/2023","AAPL","AAPL 11/3/2023 Call $175.00","STC","2","$1.75","$349.92"
"11/1/2023","11/1/2023","11/2/2023","AAPL","AAPL 11/3/2023 Call $175.00","BTO","2","$1.54","($308.06)"
"10/31/2023","10/31/2023","10/31/2023","","Interest Payment","INT","","","$2.32"
"10/31/2023","10/31/2023","11/1/2023","META","META 11/3/2023 Put $290.00","BTO","1","$1.91","($191.03)"
"10/31/2023","10/31/2023","11/1/2023","NVDA","NVDA 11/3/2023 Put $380.00","STC","1","$3.40","$339.95"
"10/30/2023","10/30/2023","10/31/2023","NVDA","NVDA 11/3/2023 Put $380.00","BTO","1","$1.49","($149.03)"
"10/30/2023","10/30/2023","10/31/2023","TSLA","TSLA 11/3/2023 Call $210.00","BTO","3","$1.80","($540.09)"
"10/30/2023","10/30/2023","11/1/2023","TSLA","Tesla
CUSIP: 88160R101","Buy","1","$203.50","($203.50)"
"10/27/2023","10/27/2023","10/30/2023","TGT","Option Expiration for TGT 10/27/2023 Call $114.00","OEXP","3S","",""
"10/27/2023","10/27/2023","10/30/2023","ADSK","Option Expiration for ADSK 10/27/2023 Call $212.50","OEXP","1S","",""
"10/27/2023","10/27/2023","10/30/2023","TSLA","Option Expiration for TSLA 10/27/2023 Call $227.50","OEXP","5S","",""
"10/27/2023","10/27/2023","10/30/2023","PFE","Option Expiration for PFE 10/27/2023 Call $32.00","OEXP","21S","",""
"10/27/2023","10/27/2023","10/30/2023","NFLX","Option Expiration for NFLX 10/27/2023 Call $435.00","OEXP","2S","",""
"10/27/2023","10/27/2023","10/30/2023","COIN","Option Expiration for COIN 10/27/2023 Call $88.00","OEXP","1S","",""
"10/27/2023","10/27/2023","10/30/2023","PFE","Option Expiration for PFE 10/27/2023 Call $31.50","OEXP","20S","",""
"10/27/2023","10/27/2023","10/30/2023","EOG","Option Expiration for EOG 10/27/2023 Call $131.00","OEXP","2S","",""
"10/27/2023","10/27/2023","10/30/2023","NKE","Option Expiration for NKE 10/27/2023 Call $106.00","OEXP","10S","",""
"10/27/2023","10/27/2023","10/30/2023","PFE","Option Expiration for PFE 10/27/2023 Call $32.50","OEXP","20S","",""
"10/27/2023","10/27/2023","10/30/2023","TSLA","Option Expiration for TSLA 10/27/2023 Call $215.00","OEXP","2S","",""
"10/27/2023","10/27/2023","10/30/2023","META","Option Expiration for META 10/27/2023 Put $280.00","OEXP","2S","",""
"10/27/2023","10/27/2023","10/30/2023","GILD","GILD 11/3/2023 Put $75.00","BTO","3","$0.53","($159.09)"
"10/27/2023","10/27/2023","10/31/2023","TSLA","Tesla
CUSIP: 88160R101","Buy","0.5","$206.93","($103.47)"
"10/27/2023","10/27/2023","10/30/2023","TSLA","TSLA 11/3/2023 Call $225.00","BTO","1","$0.94","($94.03)"
"10/27/2023","10/27/2023","10/30/2023","TSLA","TSLA 11/3/2023 Call $225.00","BTO","2","$0.94","($188.06)"
"10/27/2023","10/27/2023","10/30/2023","TSLA","TSLA 11/3/2023 Call $222.50","BTO","1","$1.55","($155.03)"
"10/27/2023","10/27/2023","10/30/2023","CCL","CCL 11/3/2023 Call $13.00","BTO","4","$0.03","($12.12)"
"10/27/2023","10/27/2023","10/30/2023","CCL","CCL 11/3/2023 Call $13.00","BTO","1","$0.03","($3.03)"
"10/27/2023","10/27/2023","10/30/2023","GOOG","GOOG 11/3/2023 Put $119.00","BTO","1","$0.92","($92.03)"
"10/27/2023","10/27/2023","10/30/2023","GOOG","GOOG 11/3/2023 Put $119.00","BTO","1","$0.92","($92.03)"
"10/27/2023","10/27/2023","10/30/2023","TSLA","TSLA 11/3/2023 Call $220.00","BTO","1","$2.53","($253.03)"
"10/26/2023","10/26/2023","10/27/2023","TSLA","TSLA 10/27/2023 Call $215.00","BTO","1","$0.48","($48.03)"
"10/26/2023","10/26/2023","10/27/2023","TSLA","TSLA 10/27/2023 Call $215.00","BTO","1","$0.48","($48.03)"
"10/26/2023","10/26/2023","10/27/2023","META","META 10/27/2023 Put $280.00","BTO","2","$1.78","($356.06)"
"10/26/2023","10/26/2023","10/27/2023","NFLX","NFLX 10/27/2023 Put $395.00","STC","1","$0.61","$60.95"
"10/26/2023","10/26/2023","10/27/2023","NFLX","NFLX 10/27/2023 Put $405.00","STC","1","$2.65","$264.95"
"10/26/2023","10/26/2023","10/27/2023","NVDA","NVDA 10/27/2023 Put $390.00","STC","2","$0.98","$195.92"
"10/26/2023","10/26/2023","10/27/2023","NVDA","NVDA 10/27/2023 Put $390.00","BTO","2","$0.89","($178.06)"
"10/26/2023","10/26/2023","10/30/2023","PFE","Pfizer
CUSIP: 717081103","Buy","1","$31.20","($31.21)"
"10/26/2023","10/26/2023","10/27/2023","PFE","PFE 10/27/2023 Call $32.50","BTO","20","$0.02","($40.60)"
"10/26/2023","10/26/2023","10/30/2023","PFE","Pfizer
CUSIP: 717081103","Buy","1","$31.16","($31.16)"
"10/26/2023","10/26/2023","10/27/2023","PFE","PFE 10/27/2023 Call $32.00","BTO","20","$0.08","($160.60)"
"10/26/2023","10/26/2023","10/27/2023","PFE","PFE 10/27/2023 Call $31.50","BTO","10","$0.20","($200.30)"
"10/26/2023","10/26/2023","10/27/2023","PFE","PFE 10/27/2023 Call $31.50","BTO","2","$0.16","($32.06)"
"10/26/2023","10/26/2023","10/27/2023","PFE","PFE 10/27/2023 Call $31.50","BTO","8","$0.16","($128.24)"
"10/26/2023","10/26/2023","10/27/2023","NFLX","NFLX 10/27/2023 Call $435.00","BTO","1","$0.24","($24.03)"
"10/26/2023","10/26/2023","10/27/2023","NFLX","NFLX 10/27/2023 Call $435.00","BTO","1","$0.24","($24.03)"
"10/26/2023","10/26/2023","10/27/2023","NFLX","NFLX 10/27/2023 Put $395.00","BTO","1","$0.49","($49.03)"
"10/25/2023","10/25/2023","10/26/2023","TSLA","TSLA 10/27/2023 Call $227.50","BTO","5","$0.59","($295.15)"
"10/25/2023","10/25/2023","10/26/2023","T","T 10/27/2023 Put $15.00","STC","60","$0.04","$238.04"
"10/25/2023","10/25/2023","10/26/2023","T","T 10/27/2023 Put $15.00","BTO","41","$0.03","($124.23)"
"10/25/2023","10/25/2023","10/26/2023","T","T 10/27/2023 Put $15.00","BTO","5","$0.03","($15.15)"
"10/25/2023","10/25/2023","10/26/2023","T","T 10/27/2023 Put $15.00","BTO","10","$0.03","($30.30)"
"10/25/2023","10/25/2023","10/26/2023","NKE","NKE 10/27/2023 Call $106.00","BTO","10","$0.25","($250.30)"
"10/25/2023","10/25/2023","10/26/2023","T","T 10/27/2023 Put $15.00","BTO","4","$0.03","($12.12)"
"10/25/2023","10/25/2023","10/26/2023","TMO","TMO 10/27/2023 Put $415.00","STC","1","$2.50","$249.95"
"10/25/2023","10/25/2023","10/26/2023","TSLA","TSLA 10/27/2023 Call $222.50","STC","1","$1.85","$184.95"
"10/25/2023","10/25/2023","10/26/2023","TSLA","TSLA 10/27/2023 Call $222.50","STC","1","$1.85","$184.95"
"10/25/2023","10/25/2023","10/26/2023","TSLA","TSLA 10/27/2023 Put $210.00","STC","1","$1.88","$187.95"
"10/25/2023","10/25/2023","10/26/2023","TSLA","TSLA 10/27/2023 Call $222.50","BTO","2","$1.27","($254.06)"
"10/24/2023","10/24/2023","10/25/2023","TSLA","TSLA 10/27/2023 Put $210.00","STC","1","$1.82","$181.95"
"10/24/2023","10/24/2023","10/25/2023","EOG","EOG 10/27/2023 Call $131.00","BTO","2","$1.30","($260.06)"
"10/24/2023","10/24/2023","10/25/2023","BABA","BABA 10/27/2023 Call $83.00","STC","1","$1.27","$126.95"
"10/24/2023","10/24/2023","10/25/2023","TSLA","TSLA 10/27/2023 Put $210.00","BTO","1","$1.69","($169.03)"
"10/24/2023","10/24/2023","10/25/2023","TSLA","TSLA 10/27/2023 Put $210.00","BTO","1","$1.69","($169.03)"
"10/24/2023","10/24/2023","10/25/2023","BABA","BABA 10/27/2023 Call $83.00","STC","1","$1.29","$128.95"
"10/24/2023","10/24/2023","10/25/2023","BABA","BABA 10/27/2023 Call $83.00","STC","3","$1.29","$386.89"
"10/24/2023","10/24/2023","10/25/2023","COIN","COIN 10/27/2023 Call $88.00","BTO","1","$3.15","($315.03)"
"10/24/2023","10/24/2023","10/25/2023","CLSK","CLSK 11/17/2023 Call $5.00","BTO","2","$0.58","($116.06)"
"10/24/2023","10/24/2023","10/25/2023","BABA","BABA 10/27/2023 Call $83.00","BTO","2","$1.03","($206.06)"
"10/24/2023","10/24/2023","10/25/2023","BABA","BABA 10/27/2023 Call $83.00","BTO","3","$1.03","($309.09)"
"10/24/2023","10/24/2023","10/25/2023","TSLA","TSLA 10/27/2023 Call $222.50","STC","1","$3.75","$374.95"
"10/24/2023","10/24/2023","10/25/2023","NFLX","NFLX 10/27/2023 Put $405.00","BTO","1","$2.65","($265.03)"
"10/24/2023","10/24/2023","10/25/2023","TSLA","TSLA 10/27/2023 Call $222.50","BTO","1","$2.86","($286.03)"
"10/23/2023","10/23/2023","10/24/2023","MSFT","MSFT 10/27/2023 Call $350.00","STC","1","$1.09","$108.98"
"10/23/2023","10/23/2023","10/24/2023","AMZN","AMZN 10/27/2023 Call $130.00","STC","1","$3.00","$299.98"
"10/23/2023","10/23/2023","10/24/2023","PFE","PFE 10/27/2023 Call $32.00","BTO","1","$0.15","($15.00)"
"10/23/2023","10/23/2023","10/24/2023","NVDA","NVDA 10/27/2023 Call $445.00","STC","1","$1.63","$162.98"
"10/23/2023","10/23/2023","10/24/2023","NVDA","NVDA 10/27/2023 Call $445.00","BTO","1","$1.11","($111.00)"
"10/23/2023","10/23/2023","10/24/2023","MSFT","MSFT 10/27/2023 Call $350.00","BTO","1","$1.06","($106.00)"
"10/23/2023","10/23/2023","10/24/2023","AMZN","AMZN 10/27/2023 Call $130.00","BTO","1","$2.45","($245.00)"
"10/23/2023","10/23/2023","10/24/2023","AI","AI 10/27/2023 Put $23.00","STC","1","$0.39","$38.98"
"10/20/2023","10/20/2023","10/23/2023","NKE","Option Expiration for NKE 10/20/2023 Put $99.00","OEXP","2S","",""
"10/20/2023","10/20/2023","10/23/2023","PFE","Option Expiration for PFE 10/20/2023 Call $35.00","OEXP","20S","",""
"10/20/2023","10/20/2023","10/23/2023","SNAP","Option Expiration for SNAP 10/20/2023 Call $11.00","OEXP","3S","",""
"10/20/2023","10/20/2023","10/23/2023","AMZN","Option Expiration for AMZN 10/20/2023 Call $132.00","OEXP","2S","",""
"10/20/2023","10/20/2023","10/23/2023","AMZN","Option Expiration for AMZN 10/20/2023 Call $133.00","OEXP","2S","",""
"10/20/2023","10/20/2023","10/23/2023","TGT","Option Expiration for TGT 10/20/2023 Put $107.00","OEXP","2S","",""
"10/20/2023","10/20/2023","10/23/2023","FCEL","Option Expiration for FCEL 10/20/2023 Call $1.50","OEXP","50S","",""
"10/20/2023","10/20/2023","10/23/2023","AMZN","Option Expiration for AMZN 10/20/2023 Call $135.00","OEXP","1S","",""
"10/20/2023","10/20/2023","10/23/2023","QCOM","Option Expiration for QCOM 10/20/2023 Put $106.00","OEXP","3S","",""
"10/20/2023","10/20/2023","10/23/2023","PLTR","Option Expiration for PLTR 10/20/2023 Call $19.00","OEXP","10S","",""
"10/20/2023","10/20/2023","10/23/2023","AI","AI 10/27/2023 Put $23.00","BTO","1","$0.37","($37.00)"
